series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	25.23763153	42.75731323	BGR	Bulgaria	1	FEMALE	NUMBER	Female	Number	418	266	228	187	187	187	2016	187	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	25.23763153	42.75731323	BGR	Bulgaria	2	MALE	NUMBER	Male	Number	1062	760	698	631	631	631	2016	631	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	25.23763153	42.75731323	BGR	Bulgaria	3	BOTHSEX	NUMBER	Both	Number	1479	1026	926	818	818	818	2016	818	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	96.51752295	21.19332882	MMR	Myanmar	1	FEMALE	NUMBER	Female	Number	2416	2466	2293	2489	2581	2535	2016	2581	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	96.51752295	21.19332882	MMR	Myanmar	2	MALE	NUMBER	Male	Number	947	1276	1360	1492	1533	1512.5	2016	1533	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	96.51752295	21.19332882	MMR	Myanmar	3	BOTHSEX	NUMBER	Both	Number	3363	3742	3653	3981	4114	4047.5	2016	4114	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	29.89080992	-3.366387428	BDI	Burundi	1	FEMALE	NUMBER	Female	Number	156	206	233	250	262	256	2016	262	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	29.89080992	-3.366387428	BDI	Burundi	2	MALE	NUMBER	Male	Number	296	419	554	659	694	676.5	2016	694	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	29.89080992	-3.366387428	BDI	Burundi	3	BOTHSEX	NUMBER	Both	Number	453	625	787	909	956	932.5	2016	956	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	28.04940161	53.54193075	BLR	Belarus	1	FEMALE	NUMBER	Female	Number	709	744	624	420	418	419	2016	418	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	28.04940161	53.54193075	BLR	Belarus	2	MALE	NUMBER	Male	Number	3573	3591	2997	2076	2070	2073	2016	2070	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	28.04940161	53.54193075	BLR	Belarus	3	BOTHSEX	NUMBER	Both	Number	4282	4335	3621	2496	2488	2492	2016	2488	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	104.922836	12.71163737	KHM	Cambodia	1	FEMALE	NUMBER	Female	Number	224	247	238	234	233	233.5	2016	233	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	104.922836	12.71163737	KHM	Cambodia	2	MALE	NUMBER	Male	Number	453	534	541	591	603	597	2016	603	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	104.922836	12.71163737	KHM	Cambodia	3	BOTHSEX	NUMBER	Both	Number	677	781	779	826	836	831	2016	836	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	12.7419827	5.692387031	CMR	Cameroon	1	FEMALE	NUMBER	Female	Number	678	640	694	838	864	851	2016	864	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	12.7419827	5.692387031	CMR	Cameroon	2	MALE	NUMBER	Male	Number	1361	1426	1637	1975	2003	1989	2016	2003	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	12.7419827	5.692387031	CMR	Cameroon	3	BOTHSEX	NUMBER	Both	Number	2038	2067	2331	2813	2867	2840	2016	2867	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	-101.6575058	57.72360191	CAN	Canada	1	FEMALE	NUMBER	Female	Number	1001	1128	1224	1259	1274	1266.5	2016	1274	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	-101.6575058	57.72360191	CAN	Canada	2	MALE	NUMBER	Male	Number	2987	3125	3225	3244	3252	3248	2016	3252	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	-101.6575058	57.72360191	CAN	Canada	3	BOTHSEX	NUMBER	Both	Number	3989	4253	4449	4503	4525	4514	2016	4525	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	FEMALE	NUMBER	Female	Number	13	15	17	16	16	16	2016	16	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	MALE	NUMBER	Male	Number	28	33	39	43	44	43.5	2016	44	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	BOTHSEX	NUMBER	Both	Number	41	48	56	59	61	60	2016	61	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	20.93559492	7.003720791	CAF	Central African Republic	1	FEMALE	NUMBER	Female	Number	92	100	115	100	94	97	2016	94	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	20.93559492	7.003720791	CAF	Central African Republic	2	MALE	NUMBER	Male	Number	238	264	306	267	260	263.5	2016	260	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	20.93559492	7.003720791	CAF	Central African Republic	3	BOTHSEX	NUMBER	Both	Number	330	365	421	367	354	360.5	2016	354	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	FEMALE	NUMBER	Female	Number	1247	947	863	670	687	678.5	2016	687	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	MALE	NUMBER	Male	Number	4166	3560	2987	2395	2347	2371	2016	2347	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	BOTHSEX	NUMBER	Both	Number	5413	4506	3850	3066	3035	3050.5	2016	3035	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	148	18.66618401	15.36279341	TCD	Chad	1	FEMALE	NUMBER	Female	Number	301	392	471	527	535	531	2016	535	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	148	18.66618401	15.36279341	TCD	Chad	2	MALE	NUMBER	Male	Number	367	463	567	716	743	729.5	2016	743	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	148	18.66618401	15.36279341	TCD	Chad	3	BOTHSEX	NUMBER	Both	Number	668	855	1038	1244	1278	1261	2016	1278	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	152	-71.23029019	-35.2652885	CHL	Chile	1	FEMALE	NUMBER	Female	Number	239	287	399	395	363	379	2016	363	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	152	-71.23029019	-35.2652885	CHL	Chile	2	MALE	NUMBER	Male	Number	1422	1425	1674	1535	1530	1532.5	2016	1530	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	152	-71.23029019	-35.2652885	CHL	Chile	3	BOTHSEX	NUMBER	Both	Number	1662	1712	2073	1930	1893	1911.5	2016	1893	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	156	104.1403375	32.30955217	CHN	China	1	FEMALE	NUMBER	Female	Number	96726	86489	83044	70388	70330	70359	2016	70330	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	156	104.1403375	32.30955217	CHN	China	2	MALE	NUMBER	Male	Number	74182	68857	65459	64312	65936	65124	2016	65936	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	156	104.1403375	32.30955217	CHN	China	3	BOTHSEX	NUMBER	Both	Number	170908	155346	148503	134700	136267	135483.5	2016	136267	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	170	-73.07446751	3.888209046	COL	Colombia	1	FEMALE	NUMBER	Female	Number	722	649	638	817	700	758.5	2016	700	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	170	-73.07446751	3.888209046	COL	Colombia	2	MALE	NUMBER	Male	Number	2348	2237	2656	3182	2785	2983.5	2016	2785	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	170	-73.07446751	3.888209046	COL	Colombia	3	BOTHSEX	NUMBER	Both	Number	3071	2886	3294	3999	3486	3742.5	2016	3486	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	174	43.34234565	-11.66121732	COM	Comoros	1	FEMALE	NUMBER	Female	Number	8	11	12	14	14	14	2016	14	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	174	43.34234565	-11.66121732	COM	Comoros	2	MALE	NUMBER	Male	Number	20	29	34	39	40	39.5	2016	40	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	174	43.34234565	-11.66121732	COM	Comoros	3	BOTHSEX	NUMBER	Both	Number	27	40	45	53	54	53.5	2016	54	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	175	45.14015057	-12.82217691	MYT	Mayotte	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	175	45.14015057	-12.82217691	MYT	Mayotte	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	175	45.14015057	-12.82217691	MYT	Mayotte	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	178	15.22052612	-0.840544119	COG	Congo	1	FEMALE	NUMBER	Female	Number	98	106	99	87	85	86	2016	85	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	178	15.22052612	-0.840544119	COG	Congo	2	MALE	NUMBER	Male	Number	224	232	224	216	216	216	2016	216	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	178	15.22052612	-0.840544119	COG	Congo	3	BOTHSEX	NUMBER	Both	Number	323	338	323	303	301	302	2016	301	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	FEMALE	NUMBER	Female	Number	895	931	939	1100	1156	1128	2016	1156	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	MALE	NUMBER	Male	Number	2204	2434	2627	3141	3297	3219	2016	3297	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	BOTHSEX	NUMBER	Both	Number	3099	3365	3565	4241	4453	4347	2016	4453	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	MALE	NUMBER	Male	Number										
