series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	51	44.93839317	40.29499741	ARM	Armenia	1	INDEX	LB	Index	Lower bound	0.84538	0.84508	0.84509	0.84465	0.84386	0.84362	0.84282	0.84208	0.84142	0.84112	0.83981	0.8382	0.83548	0.83387	0.83034	0.82966	0.82872	0.82784	0.82693	0.82591	0.82582	0.82454	0.82383	0.82357	0.82317	0.82257	0.823536	2018	0.82257	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	51	44.93839317	40.29499741	ARM	Armenia	2	INDEX	MP	Index	P	0.85428	0.85425	0.85424	0.85419	0.85412	0.85399	0.85385	0.85374	0.85357	0.85337	0.85294	0.85132	0.84999	0.84813	0.84663	0.84468	0.84466	0.84463	0.84461	0.84461	0.8446	0.8446	0.8446	0.8446	0.8446	0.84459	0.844598	2018	0.84459	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	51	44.93839317	40.29499741	ARM	Armenia	3	INDEX	UB	Index	Upper bound	0.85507	0.85475	0.85463	0.85458	0.85454	0.85447	0.85444	0.8544	0.85432	0.85432	0.85412	0.85391	0.85371	0.85351	0.85131	0.84911	0.84775	0.84782	0.84852	0.84908	0.85003	0.84981	0.85065	0.85173	0.85281	0.85344	0.851688	2018	0.85344	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	52	-59.5346489	13.13648273	BRB	Barbados	1	INDEX	LB	Index	Lower bound	0.91913	0.91934	0.9196	0.91949	0.91943	0.91926	0.9187	0.91851	0.91809	0.91753	0.91678	0.91628	0.91535	0.91481	0.91401	0.91324	0.91215	0.91113	0.90976	0.90848	0.9072	0.90644	0.90545	0.90385	0.90277	0.90238	0.904178	2018	0.90238	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	52	-59.5346489	13.13648273	BRB	Barbados	2	INDEX	MP	Index	P	0.92491	0.92478	0.92429	0.92405	0.92358	0.92314	0.9226	0.92214	0.92151	0.92091	0.92064	0.92	0.91951	0.91909	0.91859	0.91816	0.91775	0.91714	0.91674	0.91632	0.91591	0.91541	0.91496	0.91447	0.91384	0.91333	0.914402	2018	0.91333	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	52	-59.5346489	13.13648273	BRB	Barbados	3	INDEX	UB	Index	Upper bound	0.92824	0.92776	0.92742	0.92702	0.9266	0.92616	0.92523	0.92505	0.92432	0.92391	0.92329	0.92277	0.92249	0.92217	0.92176	0.92149	0.92137	0.92117	0.92134	0.92103	0.92142	0.92163	0.92181	0.92154	0.92195	0.92297	0.92198	2018	0.92297	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	56	4.660976456	50.64104975	BEL	Belgium	1	INDEX	LB	Index	Lower bound	0.98454	0.98452	0.98429	0.98405	0.98381	0.98345	0.98351	0.98355	0.98359	0.98365	0.98377	0.98386	0.98399	0.98412	0.98423	0.98439	0.98451	0.98461	0.98459	0.9846	0.98454	0.98445	0.98435	0.98418	0.9841	0.98396	0.984208	2018	0.98396	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	56	4.660976456	50.64104975	BEL	Belgium	2	INDEX	MP	Index	P	0.98553	0.98552	0.98535	0.98508	0.98484	0.98467	0.98427	0.98411	0.98413	0.9841	0.98416	0.98424	0.98435	0.98448	0.9846	0.98473	0.98483	0.98497	0.98508	0.98523	0.98529	0.98541	0.98543	0.98552	0.98556	0.98557	0.985498	2018	0.98557	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	56	4.660976456	50.64104975	BEL	Belgium	3	INDEX	UB	Index	Upper bound	0.98598	0.98606	0.98617	0.98613	0.98592	0.98559	0.98536	0.98508	0.98479	0.98455	0.98456	0.98461	0.98469	0.98482	0.98499	0.98516	0.98542	0.98558	0.98594	0.98613	0.9864	0.98649	0.98671	0.98692	0.98716	0.98727	0.98691	2018	0.98727	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	60	-64.78155012	32.27881922	BMU	Bermuda	1	INDEX	LB	Index	Lower bound	0.53816	0.54482	0.54793	0.55188	0.55427	0.55851	0.56355	0.56206	0.56524	0.56623	0.56535	0.56368	0.56256	0.5606	0.55617	0.55319	0.54981	0.54747	0.54231	0.54022	0.53314	0.53098	0.52608	0.52376	0.51781	0.51386	0.522498	2018	0.51386	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	60	-64.78155012	32.27881922	BMU	Bermuda	2	INDEX	MP	Index	P	0.59533	0.59561	0.59747	0.59695	0.59618	0.59651	0.59624	0.59602	0.59452	0.59501	0.5949	0.59431	0.59397	0.5932	0.59403	0.59147	0.59235	0.5907	0.59156	0.59112	0.58929	0.58927	0.58919	0.58711	0.58643	0.58678	0.587756	2018	0.58678	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	60	-64.78155012	32.27881922	BMU	Bermuda	3	INDEX	UB	Index	Upper bound	0.6401	0.63927	0.63504	0.63485	0.63169	0.62799	0.62453	0.62397	0.62324	0.62148	0.62063	0.6202	0.62472	0.62526	0.62756	0.63014	0.63248	0.63618	0.6382	0.64663	0.64957	0.65887	0.6638	0.66829	0.66899	0.6756	0.66711	2018	0.6756	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	64	90.45098484	27.39598568	BTN	Bhutan	1	INDEX	LB	Index	Lower bound	0.79356	0.7939	0.79419	0.79471	0.79487	0.7954	0.79534	0.79576	0.79521	0.79535	0.79456	0.79369	0.79356	0.79276	0.79198	0.79086	0.79022	0.78887	0.7883	0.78704	0.78582	0.78523	0.78384	0.78336	0.78147	0.78001	0.782782	2018	0.78001	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	64	90.45098484	27.39598568	BTN	Bhutan	2	INDEX	MP	Index	P	0.80481	0.80449	0.80427	0.80381	0.80334	0.80297	0.80252	0.80204	0.80174	0.80146	0.80125	0.80116	0.80116	0.80101	0.80109	0.80114	0.80098	0.80089	0.80076	0.8005	0.80035	0.80026	0.79994	0.7996	0.79935	0.79928	0.799686	2018	0.79928	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	64	90.45098484	27.39598568	BTN	Bhutan	3	INDEX	UB	Index	Upper bound	0.80858	0.80734	0.80693	0.80603	0.80541	0.80503	0.80478	0.80443	0.80423	0.80406	0.8038	0.80365	0.80343	0.8033	0.80329	0.80339	0.8034	0.80373	0.80417	0.80423	0.80502	0.80513	0.80571	0.8058	0.80689	0.80786	0.806278	2018	0.80786	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	INDEX	LB	Index	Lower bound	0.8742	0.87382	0.87394	0.8737	0.87345	0.87322	0.87291	0.87262	0.87213	0.87175	0.87134	0.87073	0.87039	0.86987	0.86959	0.86872	0.8676	0.86712	0.86637	0.86525	0.86496	0.86428	0.86305	0.86276	0.86227	0.86168	0.862808	2018	0.86168	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	INDEX	MP	Index	P	0.878	0.87771	0.87752	0.87731	0.87695	0.8768	0.87647	0.87619	0.87583	0.87554	0.87522	0.87502	0.87459	0.87434	0.87415	0.87371	0.87332	0.87292	0.87228	0.8719	0.87147	0.87131	0.87102	0.87086	0.87052	0.87042	0.870826	2018	0.87042	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	INDEX	UB	Index	Upper bound	0.88124	0.88069	0.88044	0.88018	0.87988	0.8796	0.87937	0.8791	0.87895	0.87854	0.87851	0.87828	0.87829	0.87819	0.87825	0.87798	0.87779	0.87755	0.87715	0.87704	0.87704	0.87674	0.87691	0.87704	0.87703	0.87745	0.877034	2018	0.87745	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	INDEX	LB	Index	Lower bound	0.90357	0.90339	0.90315	0.90292	0.90286	0.90267	0.90272	0.90249	0.90246	0.90236	0.90218	0.90224	0.90222	0.9022	0.90215	0.90208	0.90201	0.90202	0.90191	0.90176	0.90175	0.90173	0.90154	0.90155	0.90148	0.90149	0.901558	2018	0.90149	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	INDEX	MP	Index	P	0.90543	0.9051	0.90482	0.90448	0.90415	0.9039	0.90369	0.9035	0.90341	0.90325	0.90318	0.90315	0.90316	0.90319	0.90323	0.90327	0.90331	0.90334	0.90337	0.90341	0.90344	0.90348	0.90351	0.90354	0.90357	0.90362	0.903544	2018	0.90362	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	INDEX	UB	Index	Upper bound	0.9061	0.90583	0.90548	0.90519	0.90482	0.90455	0.90438	0.90414	0.90393	0.90373	0.90364	0.90348	0.90339	0.9033	0.90335	0.90343	0.90352	0.90364	0.90381	0.90398	0.90408	0.90433	0.90448	0.90471	0.90506	0.90514	0.904744	2018	0.90514	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	72	23.81380223	-22.18810073	BWA	Botswana	1	INDEX	LB	Index	Lower bound	0.98045	0.98049	0.9805	0.9806	0.98052	0.9806	0.98055	0.98042	0.98045	0.98037	0.98023	0.98027	0.98028	0.98015	0.98012	0.97992	0.9793	0.97946	0.97893	0.97876	0.9787	0.9785	0.9784	0.97845	0.97838	0.97815	0.978376	2018	0.97815	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	72	23.81380223	-22.18810073	BWA	Botswana	2	INDEX	MP	Index	P	0.98148	0.98142	0.98139	0.98135	0.98131	0.98127	0.98123	0.98121	0.98118	0.98115	0.98112	0.98103	0.98093	0.98082	0.98077	0.98066	0.98044	0.98019	0.97993	0.97973	0.9797	0.97967	0.97966	0.97965	0.97964	0.97963	0.97965	2018	0.97963	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	72	23.81380223	-22.18810073	BWA	Botswana	3	INDEX	UB	Index	Upper bound	0.98164	0.98155	0.98148	0.98143	0.98138	0.98134	0.98131	0.98127	0.98123	0.9812	0.98117	0.98114	0.98112	0.98109	0.98098	0.98088	0.98079	0.98068	0.98044	0.98021	0.98013	0.98009	0.98013	0.98027	0.98037	0.98036	0.980244	2018	0.98036	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	INDEX	LB	Index	Lower bound																															
