series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	100	25.23763153	42.75731323	BGR	Bulgaria	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	ALLAREA	PERCENT	All areas	Percentage	44.11	44.87	47	46.35	47.08	47.82	48.58	49.35	50.15	50.96	48.8	52.64	53.51	54.38	52	60.5	57.01	55.48	2016	57.01	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	104	96.51752295	21.19332882	MMR	Myanmar	2	URBAN	PERCENT	Urban	Percentage	85.35	85.56	85.78	85.99	86.2	86.42	86.65	86.89	87.15	87.41	89	87.98	88.27	88.57	85.5	90.8	89.48	88.524	2016	89.48	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	104	96.51752295	21.19332882	MMR	Myanmar	3	RURAL	PERCENT	Rural	Percentage	28.88	29.57	32.15	30.87	31.49	32.11	32.74	33.37	34.01	34.68	34.3	36.07	36.79	37.53	49	48.9	39.79	42.402	2016	39.79	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	ALLAREA	PERCENT	All areas	Percentage	3.38	3.59	3.79	3.98	4.18	3.21	4.59	4.82	4.8	5.34	5.3	5.94	6.5	6.58	7	7.25	7.59	6.984	2016	7.59	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	108	29.89080992	-3.366387428	BDI	Burundi	2	URBAN	PERCENT	Urban	Percentage	52.47	52.25	52.03	51.81	51.59	45.05	51.18	50.99	39.6	50.64	49	50.34	58.5	50.07	52.1	49.81	49.68	52.032	2016	49.68	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	108	29.89080992	-3.366387428	BDI	Burundi	3	RURAL	PERCENT	Rural	Percentage						1.04			1.2	0.1	1	0.5	1.2	0.95	2	1.42	1.65	1.444	2016	1.65	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	112	28.04940161	53.54193075	BLR	Belarus	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	112	28.04940161	53.54193075	BLR	Belarus	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	112	28.04940161	53.54193075	BLR	Belarus	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	116	104.922836	12.71163737	KHM	Cambodia	1	ALLAREA	PERCENT	All areas	Percentage	16.6	17.74	19.81	19.3	23.94	20.5	28.08	30.18	26.4	34.44	31.1	38.78	40.96	43.16	56.1	47.57	49.77	47.512	2016	49.77	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	116	104.922836	12.71163737	KHM	Cambodia	2	URBAN	PERCENT	Urban	Percentage	60.6	63.67	66.26	68.85	71.45	66.8	76.66	79.28	87	84.56	91.3	89.88	92.56	95.23	96.9	98.98	100	96.734	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	116	104.922836	12.71163737	KHM	Cambodia	3	RURAL	PERCENT	Rural	Percentage	9	7.18	9.05	7.72	12.75	12.6	16.47	18.36	13.1	22.18	18.8	26.03	27.96	29.88	49.2	34.13	36.46	35.526	2016	36.46	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	ALLAREA	PERCENT	All areas	Percentage	41	46.2	44.05	45.12	47.1	47.26	49	48.2	50.57	51.72	52.88	53.7	55.25	56.45	56.8	58.87	60.07	57.488	2016	60.07	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	120	12.7419827	5.692387031	CMR	Cameroon	2	URBAN	PERCENT	Urban	Percentage	79	83.95	78.66	79.56	77.1	81.35	73	90.4	84.12	85.07	86.03	87.5	87.97	88.95	89.2	90.92	91.9	89.788	2016	91.9	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	120	12.7419827	5.692387031	CMR	Cameroon	3	RURAL	PERCENT	Rural	Percentage	21	18.51	13.68	14.16	15.5	15.09	14	23.4	16.56	17.1	17.66	18.5	18.83	19.43	22.2	20.66	21.27	20.478	2016	21.27	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	124	-101.6575058	57.72360191	CAN	Canada	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	124	-101.6575058	57.72360191	CAN	Canada	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	124	-101.6575058	57.72360191	CAN	Canada	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ALLAREA	PERCENT	All areas	Percentage	55.9	58.14	58.6	62.6	64.82	67	69.3	71.56	73.84	76.15	81.1	80.81	83.15	85.51	87.88	90.24	92.61	87.878	2016	92.61	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	URBAN	PERCENT	Urban	Percentage	81.42	82.1	81.27	83.46	84.14	85	85.52	86.23	86.95	87.68	90.62	89.18	89.94	90.7	91.47	92.24	93.01	91.472	2016	93.01	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	RURAL	PERCENT	Rural	Percentage	26.62	29.69	30.81	36.06	39.39	44	46.41	50.13	54.03	58.09	65.8	66.78	71.41	76.24	81.25	86.45	91.83	81.436	2016	91.83	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ALLAREA	PERCENT	All areas	Percentage	6	6.02	6.49	6.94	7.4	7.87	7.81	8.84	9.35	9.89	9.8	11.01	11.6	12.19	12.78	13.38	13.99	12.788	2016	13.99	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	140	20.93559492	7.003720791	CAF	Central African Republic	2	URBAN	PERCENT	Urban	Percentage	15.6	15.44	16.64	17.83	19.03	20.24	20.26	22.68	23.92	25.17	24.9	27.71	28.99	30.27	31.56	32.85	34.14	31.562	2016	34.14	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	140	20.93559492	7.003720791	CAF	Central African Republic	3	RURAL	PERCENT	Rural	Percentage	0.7	0.32	0.32	0.3	0.28	0.26	1.11	0.23	0.24	0.26	1.7	0.33	0.36	0.38	0.39	0.39	0.36	0.376	2016	0.36	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ALLAREA	PERCENT	All areas	Percentage	69.59	63.6	80.7	74.28	75.83	77.4	78.97	80	82.17	83.81	85.3	87.76	88.81	90.2	92.19	93.89	95.59	92.136	2016	95.59	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	URBAN	PERCENT	Urban	Percentage	87.69	85.3	91.3	90.08	90.88	91.68	92.5	95.3	94.16	95.01	95.6	96.83	97.62	98	99.19	99.69	100	98.9	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	RURAL	PERCENT	Rural	Percentage	65.49	62	78.3	70.71	72.44	74.18	75.92	78.5	79.48	81.29	84.1	86.15	86.83	88.8	90.62	92.59	94.59	90.686	2016	94.59	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	148	18.66618401	15.36279341	TCD	Chad	1	ALLAREA	PERCENT	All areas	Percentage	2.9	3.22	3.53	3.83	3.5	4.44	4.76	5.09	5.45	5.83	6.4	6.64	7.07	7.5	7.94	7.7	8.83	7.808	2016	8.83	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	148	18.66618401	15.36279341	TCD	Chad	2	URBAN	PERCENT	Urban	Percentage	11.57	12.77	13.96	15.15	16.4	17.55	18.76	19.98	21.22	22.47	18.3	24.99	26.27	27.55	28.83	32.4	31.4	29.29	2016	31.4	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	148	18.66618401	15.36279341	TCD	Chad	3	RURAL	PERCENT	Rural	Percentage	0.51	0.58	0.64	0.69	0.3	0.78	0.85	0.93	1.03	1.16	3.1	1.45	1.61	1.77	1.93	0.7	2.23	1.648	2016	2.23	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	ALLAREA	PERCENT	All areas	Percentage	97.94	97.25	97.46	98.78	97.87	98.09	99.37	98.56	98.82	99.59	99.39	99.59	99.86	99.6	100	99.71	100	99.834	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	URBAN	PERCENT	Urban	Percentage	99.78	99.51	99.52	99.71	99.54	99.56	99.81	99.62	99.66	99.87	99.79	99.86	99.93	99.8	99.99	99.88	100	99.92	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	152	-71.23029019	-35.2652885	CHL	Chile	3	RURAL	PERCENT	Rural	Percentage	86.57	82.94	84.11	92.81	86.51	87.87	96.41	90.83	92.51	97.8	96.24	97.78	99.27	98	100	98.63	100	99.18	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	156	104.1403375	32.30955217	CHN	China	1	ALLAREA	PERCENT	All areas	Percentage	96.24	96.56	96.86	97.15	97.44	97.74	98.07	98.4	98.75	99.12	99.7	99.75	99.92	99.98	100	100	100	99.98	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	156	104.1403375	32.30955217	CHN	China	2	URBAN	PERCENT	Urban	Percentage	100	99.78	99.8	99.82	99.85	99.88	99.91	99.95	99.98	99.99	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	156	104.1403375	32.30955217	CHN	China	3	RURAL	PERCENT	Rural	Percentage	94.14	94.65	95.02	95.38	95.76	96.16	96.63	97.12	97.68	98.31	98	99.49	99.83	99.96	100	100	100	99.958	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	170	-73.07446751	3.888209046	COL	Colombia	1	ALLAREA	PERCENT	All areas	Percentage	95.2	94.2	94.45	94.7	94.95	96.8	95.47	95.75	96.81	96.06	96.79	96.69	97.03	97.78	97.79	98.19	99	97.958	2016	99	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	170	-73.07446751	3.888209046	COL	Colombia	2	URBAN	PERCENT	Urban	Percentage	99.4	99.1	99.14	99.17	99.21	99.3	99.3	99.36	99.71	99.61	99.77	99.79	99.73	99.82	99.84	99.81	100	99.84	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	170	-73.07446751	3.888209046	COL	Colombia	3	RURAL	PERCENT	Rural	Percentage	83.8	81.34	81.99	82.63	83.27	89.2	84.63	85.39	87.47	84.54	86.85	86.36	87.86	90.53	90.5	92.46	95.73	91.416	2016	95.73	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	174	43.34234565	-11.66121732	COM	Comoros	1	ALLAREA	PERCENT	All areas	Percentage	39.6	41.94	44.8	46.59	48.91	51.23	53.57	55.93	58.31	60.71	63.13	65.56	69.3	70.46	72.92	75.38	77.84	73.18	2016	77.84	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	174	43.34234565	-11.66121732	COM	Comoros	2	URBAN	PERCENT	Urban	Percentage	64.32	66.01	74.6	69.39	71.08	72.78	74.48	76.2	77.93	79.68	81.43	83.19	85.1	86.74	88.52	90.3	92.08	88.548	2016	92.08	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	174	43.34234565	-11.66121732	COM	Comoros	3	RURAL	PERCENT	Rural	Percentage	29.95	32.56	32.5	37.74	40.33	42.91	45.5	48.1	50.73	53.37	56.04	58.71	61.4	64.09	66.79	69.49	72.19	66.792	2016	72.19	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	175	45.14015057	-12.82217691	MYT	Mayotte	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	178	15.22052612	-0.840544119	COG	Congo	1	ALLAREA	PERCENT	All areas	Percentage	20.1	22.33	24.55	26.76	28.97	33.8	33.41	35.65	37.92	37.1	42.52	44.84	41.6	49.51	51.86	60.4	56.57	51.988	2016	56.57	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	178	15.22052612	-0.840544119	COG	Congo	2	URBAN	PERCENT	Urban	Percentage	37	39.28	41.56	43.84	46.12	50.8	50.71	53.01	55.34	53.6	60.01	62.37	58.9	67.1	69.47	79.5	74.21	69.836	2016	74.21	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	178	15.22052612	-0.840544119	COG	Congo	3	RURAL	PERCENT	Rural	Percentage				1.05	2.65	14.8	5.84	7.46	9.09	9.4	12.43	14.12	11.7	17.53	19.23	22.7	22.63	18.758	2016	22.63	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ALLAREA	PERCENT	All areas	Percentage	6.7	7.27	7.86	8.45	9.03	6	10.23	15.2	11.49	12.16	12.84	13.54	15.4	14.97	13.5	16.42	17.15	15.488	2016	17.15	Source: Global Tracking Framework 2018	E
