"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"50","Bangladesh","BGD","89.17660788","22.86961622","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","715","689","660","633","609","589","566","546","529","511","496","485","471","456","440","428","412","397","378","360","344","330","316","302","291","280",2015.0,"280","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"51","Armenia","ARM","44.93839317","40.29499741","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","58","48","55","57","50","50","51","46","46","40","40","39","45","43","41","40","40","35","39","36","33","31","30","28","26","25",2015.0,"25","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"51","Armenia","ARM","44.93839317","40.29499741","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","65","54","62","65","57","57","58","53","53","46","46","45","52","50","48","47","47","41","46","43","40","37","35","33","32","31",2015.0,"31","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"51","Armenia","ARM","44.93839317","40.29499741","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","51","42","49","51","45","44","45","41","41","35","35","35","39","37","36","35","35","30","34","31","28","26","25","23","22","21",2015.0,"21","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"52","Barbados","BRB","-59.5346489","13.13648273","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","47","42","43","43","46","40","36","36","38","40","38","36","37","37","37","31","27","29","28","26","25","23","21","20","19","19",2015.0,"19","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"52","Barbados","BRB","-59.5346489","13.13648273","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","58","52","52","52","56","49","44","45","47","50","48","46","46","46","47","40","36","38","36","34","33","31","29","28","28","27",2015.0,"27","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"52","Barbados","BRB","-59.5346489","13.13648273","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","72","65","65","65","69","61","54","56","58","61","58","56","57","57","58","49","44","48","46","43","42","40","38","37","37","37",2015.0,"37","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"56","Belgium","BEL","4.660976456","50.64104975","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","10","10","10","10","11","11","11","11","11","11","11","10","10","9","9","9","9","9","9","9","9","10","9","10","10","10",2015.0,"10","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"56","Belgium","BEL","4.660976456","50.64104975","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","7","7","7","8","8","8","8","8","8","8","8","8","7","7","6","7","6","7","7","6","6","6","5","6","6","5",2015.0,"5","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"56","Belgium","BEL","4.660976456","50.64104975","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","9","9","9","9","9","10","10","9","9","9","9","9","8","8","8","8","8","8","8","8","8","8","7","7","7","7",2015.0,"7","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"60","Bermuda","BMU","-64.78155012","32.27881922","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","945","877","813","749","690","636","579","530","488","454","423","397","373","353","331","308","285","263","242","221","204","190","177","166","156","148",2015.0,"148","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"64","Bhutan","BTN","90.45098484","27.39598568","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","1260","1160","1060","970","890","820","750","683","627","578","538","504","473","445","422","402","377","354","330","311","292","279","267","258","249","241",2015.0,"241","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"64","Bhutan","BTN","90.45098484","27.39598568","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","697","658","615","573","527","485","442","404","372","347","328","312","296","279","261","240","220","201","182","165","149","136","126","116","108","101",2015.0,"101","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","340","338","333","327","321","313","305","295","288","280","272","266","260","252","244","235","226","216","204","193","183","172","163","155","147","140",2015.0,"140","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","425","422","417","409","401","390","375","362","350","342","334","329","323","317","312","305","298","288","277","266","253","241","230","222","215","206",2015.0,"206","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
