"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"174","Comoros","COM","43.34234565","-11.66121732","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"175","Mayotte","MYT","45.14015057","-12.82217691","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"178","Congo","COG","15.22052612","-0.840544119","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"184","Cook Islands","COK","-159.7711391","-21.22696458","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.7","21.62",2016.0,"21.62","Country data","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
"188","Costa Rica","CRI","-84.19712782","9.970998683","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","20.09","19.61",2016.0,"19.61","Country data","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
"191","Croatia","HRV","17.95874553","45.45172212","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","31.4","22.63",2016.0,"22.63","Country data","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
"192","Cuba","CUB","-79.54460144","22.10030366","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"196","Cyprus","CYP","33.22285964","35.05659437","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.96","19.56",2016.0,"19.56","Country data","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
"203","Czechia","CZE","15.33151382","49.73913871","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.83","9.76",2016.0,"9.76","Country data","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
"204","Benin","BEN","2.339933594","9.65401646","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"208","Denmark","DNK","9.326571283","56.03829721","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","27.89","28.63",2016.0,"28.63","Country data","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
"212","Dominica","DMA","-61.3493756","15.43391378","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","21.03","22.83",2016.0,"22.83","Country data","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","[2005]: 2005: Data refer to 3 year average 2003-2005 // [2016]: 2016: Data refer to 3 year average 2014-2016"
