"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"784","United Arab Emirates","ARE","53.98279159","23.43322219","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","36","50","56","88","92","91","91","96.78419",2017.0,"96.78419","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"788","Tunisia","TUN","9.572737411","34.11439971","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","63","63","56","65","","55","57.42388",2017.0,"57.42388","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"792","Turkey","TUR","35.42890329","38.9899684","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","62","","82","","78","","","87.59634",2017.0,"87.59634","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"795","Turkmenistan","TKM","58.9787665","40.0912346","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","81","","","84","","","",2014.0,"84","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","91","83","","89","","54.15183",2017.0,"54.15183","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"800","Uganda","UGA","32.39100438","1.279557331","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","36","58","47","73","","","","58.39556",2017.0,"58.39556","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"804","Ukraine","UKR","31.40270802","49.00735945","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","97","","49.49854",2017.0,"49.49854","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"807","The former Yugoslav Republic of Macedonia","MKD","21.7007909","41.60048068","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","47","","72","88","89","90","90.14165",2017.0,"90.14165","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","88","83","82","88","93","","94","96.39546",2017.0,"96.39546","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"826","United Kingdom","GBR","-2.23830539","53.27691757","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"826","United Kingdom of Great Britain and Northern Ireland","GBR","-2.23830539","53.27691757","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","88","89.37915",2017.0,"89.37915","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"831","Guernsey","GGY","-2.200712402","49.71561166","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"834","United Republic of Tanzania","TZA","34.80521182","-6.265332606","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","51","49","53","58","67","","69.14708",2017.0,"69.14708","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"840","United States of America","USA","-99.13830311","39.5277871","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","87","88","96","96","97","97","96","100",2017.0,"100","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","42","64","50","","","44.73519",2017.0,"44.73519","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"858","Uruguay","URY","-56.01387025","-32.8002838","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","89","","83","82","87.3195",2017.0,"87.3195","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"860","Uzbekistan","UZB","63.11944558","41.77560518","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","90","","","83","","","",2014.0,"83","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"862","Venezuela (Bolivarian Republic of)","VEN","-66.15642084","7.121324748","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","46","78","84","87","90","94","94.30275",2017.0,"94.30275","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"876","Wallis and Futuna Islands","WLF","-176.2034788","-13.28471201","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"882","Samoa","WSM","-172.4430749","-13.61541469","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","67","58","71","76","75","","",2015.0,"75","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"887","Yemen","YEM","45.22389143","15.22242099","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","48","43","46","","","48.32332",2017.0,"48.32332","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
"894","Zambia","ZMB","27.850329","-14.59701056","3","Ensure healthy lives and promote well-being for all at all ages","3.d","Strengthen the capacity of all countries, in particular developing countries, for early warning, risk reduction and management of national and global health risks","3.d.1","International Health Regulations (IHR) capacity and health emergency preparedness","1","SH_IHR_CAPPRD","Average of 13 International Health Regulations (IHR) core capacities","2019.Q1.G.01","PERCENT","Percentage","G","Global","","66","77","91","92","","","63.72115",2017.0,"63.72115","Data nature not available","Global Health Observatory (GHO), World Health Organisation (WHO)."
