series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Type of skill	Sex description	Units description	Type of skill description	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	MALE	PERCENT	PCPR	Male	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	FEMALE	PERCENT	CMFL	Female	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	MALE	PERCENT	CMFL	Male	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	MALE	PERCENT	TRAF	Male	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	FEMALE	PERCENT	TRAF	Female	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	BOTHSEX	PERCENT	TRAF	Both	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	FEMALE	PERCENT	PCPR	Female	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	BOTHSEX	PERCENT	CMFL	Both	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	10	FEMALE	PERCENT	EPRS	Female	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	11	MALE	PERCENT	EPRS	Male	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	12	BOTHSEX	PERCENT	EPRS	Both	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	13	BOTHSEX	PERCENT	SOFT	Both	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	14	BOTHSEX	PERCENT	COPA	Both	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	15	BOTHSEX	PERCENT	EMAIL	Both	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	16	BOTHSEX	PERCENT	ARSP	Both	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	17	BOTHSEX	PERCENT	INST	Both	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	18	FEMALE	PERCENT	SOFT	Female	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	19	MALE	PERCENT	SOFT	Male	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	20	FEMALE	PERCENT	COPA	Female	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	21	MALE	PERCENT	COPA	Male	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	22	MALE	PERCENT	EMAIL	Male	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	23	FEMALE	PERCENT	EMAIL	Female	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	24	MALE	PERCENT	INST	Male	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	25	FEMALE	PERCENT	ARSP	Female	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	26	MALE	PERCENT	ARSP	Male	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	27	FEMALE	PERCENT	INST	Female	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	1	BOTHSEX	PERCENT	PCPR	Both	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	2	MALE	PERCENT	PCPR	Male	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	3	FEMALE	PERCENT	CMFL	Female	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	4	MALE	PERCENT	CMFL	Male	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	5	MALE	PERCENT	TRAF	Male	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	6	FEMALE	PERCENT	TRAF	Female	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	7	BOTHSEX	PERCENT	TRAF	Both	Percentage	transferring files between a computer and other devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	8	FEMALE	PERCENT	PCPR	Female	Percentage	writing a computer program using a specialized programming language									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	9	BOTHSEX	PERCENT	CMFL	Both	Percentage	Copying or moving a file or folder									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	10	FEMALE	PERCENT	EPRS	Female	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	11	MALE	PERCENT	EPRS	Male	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	12	BOTHSEX	PERCENT	EPRS	Both	Percentage	creating electronic presentations with presentation software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	13	BOTHSEX	PERCENT	SOFT	Both	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	14	BOTHSEX	PERCENT	COPA	Both	Percentage	using copy and paste tools to duplicate or move information within a document									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	15	BOTHSEX	PERCENT	EMAIL	Both	Percentage	sending e-mails with attached files									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	16	BOTHSEX	PERCENT	ARSP	Both	Percentage	using basic arithmetic formula in a spreadsheet									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	17	BOTHSEX	PERCENT	INST	Both	Percentage	connecting and installing new devices									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	18	FEMALE	PERCENT	SOFT	Female	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	19	MALE	PERCENT	SOFT	Male	Percentage	finding, downloading, installing and configuring software									
2018.Q2.G.01	SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)	20	1.576257417	42.54548611	AND	Andorra	20	FEMALE	PERCENT	COPA	Female	Percentage	using copy and paste tools to duplicate or move information within a document									
