ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
USA,-99.13830311,39.5277871,840,United States of America,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,0,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Repository: NSO database | Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Repository: NSO database | Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Repository: NSO database | Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Repository: NSO database | Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old,Repository: NSO database | Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old,,,,,,,C,C,C,C,C,C,C,C,C,C,C,,,,,,,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,ILOSTAT - LFS - Current Population Survey,,,,,,,,,,,,,,,,,,,,,,,,42.14,42.09,42.49,41.85,42.65,42.67,42.73,42.95,43.14,43.65,43.41,,,,2013.0,43.41
URY,-56.01387025,-32.8002838,858,Uruguay,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average | Geographical coverage: Urban areas only | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,Data reference period: Annual or annual average | Geographical coverage: Urban areas only | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,Data reference period: Annual or annual average | Geographical coverage: Urban areas only | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,Data reference period: Annual or annual average | Geographical coverage: Urban areas only | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,,Data reference period: Annual or annual average | Geographical coverage: Urban areas only | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,Break in series: Other or unspecified type of break | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,,Data reference period: Annual or annual average | Age coverage - minimum age: 14 years old,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,C,C,C,C,,C,C,C,,C,C,C,C,C,C,C,C,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,ILOSTAT - LFS - Continous Household Survey,,,,,,,,,,,,,,,,,,36.27,37.06,37.04,35.16,,39.6,39.53,40.27,,40.66,45.05,31.94,34.45,32.87,30.98,32.76,33.06,2016.0,33.06
VEN,-66.15642084,7.121324748,862,Venezuela (Bolivarian Republic of),5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: Annual or annual average | Population coverage: Nonstandard population coverage | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Population coverage: Nonstandard population coverage | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,,,,,,,,,,,,,,C,C,C,C,,,,,,,,,,,,,,ILOSTAT - LFS - Household Sample Survey,ILOSTAT - LFS - Household Sample Survey,ILOSTAT - LFS - Household Sample Survey,ILOSTAT - LFS - Household Sample Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.68,31.3,32.05,33.37,,,,,2012.0,33.37
WSM,-172.4430749,-13.61541469,882,Samoa,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: Annual or annual average,,,,,Data reference period: November,,,,,Data reference period: November,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing,,Data reference period: October,,,,C,,,,,C,,,,,C,C,,C,,,,ILOSTAT - PC - Population Census,,,,,ILOSTAT - PC - Population Census,,,,,ILOSTAT - PC - Population Census,ILOSTAT - LFS - Labour force survey,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,28.51,,,,,29.99,,,,,36.3,47.26,,47.27,,,2014.0,47.27
YEM,45.22389143,15.22242099,887,Yemen,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Data reference period: Annual or annual average,Data reference period: Annual or annual average,,,,,,,,,Repository: ILO-STATISTICS - Micro data processing,,,,,,,C,C,,,,,,,,,C,,,,,,,ILOSTAT - PC - Population Census,ILOSTAT - HIES - Household income/expenditure survey,,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,7.14,2.14,,,,,,,,,4.12,,,2014.0,4.12
BRN,114.6288563,4.49736984,96,Brunei Darussalam,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: August,,,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,C,,,,,,,,,,,,,C,,,,ILOSTAT - PC - Population Census,,,,,,,,,,,,,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,25.66,,,,,,,,,,,,,33.64,,,2014.0,33.64
AFG,66.02688198,33.83160199,4,Afghanistan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATA,21.47585697,-80.40897662,10,Antarctica,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,-170.7187269,-14.30587306,16,American Samoa,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,1.576257417,42.54548611,20,Andorra,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,-64.78155012,32.27881922,60,Bermuda,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVT,3.410732868,-54.43295905,74,Bouvet Island,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOT,72.38715553,-7.299281071,86,British Indian Ocean Territory,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,160.1584117,-9.622391719,90,Solomon Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGB,-64.63294223,18.42256578,92,British Virgin Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,12.7419827,5.692387031,120,Cameroon,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,-23.63544151,15.07791834,132,Cabo Verde,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,-81.16740559,19.32266656,136,Cayman Islands,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
