series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Name of non-communicable disease	Sex description	Units description	Name of non-communicable disease description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	11	10	10	13	15	14	2016	15	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	FEMALE	NUMBER	CAN	Female	Number	cancer	40	46	49	60	62	61	2016	62	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	MALE	NUMBER	CAN	Male	Number	cancer	57	54	53	65	72	68.5	2016	72	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	97	100	102	126	134	130	2016	134	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	91	102	88	100	104	102	2016	104	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	192	217	184	205	212	208.5	2016	212	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	101	115	96	104	108	106	2016	108	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	54	72	52	48	53	50.5	2016	53	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	33	43	31	25	29	27	2016	29	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	12	MALE	NUMBER	DIA	Male	Number	diabetes	21	29	20	23	24	23.5	2016	24	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	994	908	889	910	920	915	2016	920	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	2056	1938	1877	1892	1911	1901.5	2016	1911	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	1062	1030	988	982	991	986.5	2016	991	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	FEMALE	NUMBER	CAN	Female	Number	cancer	3002	3496	3905	4168	4236	4202	2016	4236	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	MALE	NUMBER	CAN	Male	Number	cancer	3834	4392	4999	5767	5900	5833.5	2016	5900	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	6836	7888	8904	9935	10136	10035.5	2016	10136	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	13333	15351	15026	16208	16567	16387.5	2016	16567	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	28196	31250	30321	31803	32390	32096.5	2016	32390	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	14863	15899	15295	15595	15823	15709	2016	15823	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	1128	1366	1347	1448	1475	1461.5	2016	1475	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	673	803	790	827	840	833.5	2016	840	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	12	MALE	NUMBER	DIA	Male	Number	diabetes	455	563	557	621	635	628	2016	635	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	14333	16796	19389	17375	17633	17504	2016	17633	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	30828	34747	38637	33929	34425	34177	2016	34425	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	16495	17951	19248	16553	16792	16672.5	2016	16792	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	4	FEMALE	NUMBER	CAN	Female	Number	cancer	26754	28519	29955	30912	31554	31233	2016	31554	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	5	MALE	NUMBER	CAN	Male	Number	cancer	32279	33360	33931	33800	34104	33952	2016	34104	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	59033	61878	63885	64712	65657	65184.5	2016	65657	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	48707	46340	48316	45687	45216	45451.5	2016	45216	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	93129	91327	98551	92416	91028	91722	2016	91028	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	44423	44987	50236	46729	45812	46270.5	2016	45812	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	9825	9889	8884	9502	9233	9367.5	2016	9233	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	4838	4907	4489	4587	4395	4491	2016	4395	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	12	MALE	NUMBER	DIA	Male	Number	diabetes	4987	4982	4395	4915	4837	4876	2016	4837	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	1	FEMALE	NUMBER	RES	Female	Number	chronic respiratory disease	3752	4168	4728	5528	5504	5516	2016	5504	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	2	BOTHSEX	NUMBER	RES	Both	Number	chronic respiratory disease	8736	9229	10218	11681	11738	11709.5	2016	11738	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	3	MALE	NUMBER	RES	Male	Number	chronic respiratory disease	4984	5061	5490	6153	6234	6193.5	2016	6234	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	4	FEMALE	NUMBER	CAN	Female	Number	cancer	15612	16987	18376	20090	20146	20118	2016	20146	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	5	MALE	NUMBER	CAN	Male	Number	cancer	20400	21962	24132	25796	25603	25699.5	2016	25603	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	6	BOTHSEX	NUMBER	CAN	Both	Number	cancer	36012	38949	42508	45885	45749	45817	2016	45749	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	7	MALE	NUMBER	CAR	Male	Number	cardiovascular disease	23514	22297	21284	21753	21392	21572.5	2016	21392	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	8	BOTHSEX	NUMBER	CAR	Both	Number	cardiovascular disease	49185	46836	44796	44931	44042	44486.5	2016	44042	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	9	FEMALE	NUMBER	CAR	Female	Number	cardiovascular disease	25670	24538	23512	23178	22650	22914	2016	22650	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	10	BOTHSEX	NUMBER	DIA	Both	Number	diabetes	3023	3582	3963	4714	4754	4734	2016	4754	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	36	134.3499412	-25.57717202	AUS	Australia	11	FEMALE	NUMBER	DIA	Female	Number	diabetes	1424	1736	1966	2221	2261	2241	2016	2261	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
