GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,58.3,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,52.0,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,34.6,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,58.2,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,74.1,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,48.7,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,44.5,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,67.1,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,INST,Connecting and installing new devices,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,54.9,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,CMFL,Copying or moving a file or folder,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,70.6,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,62.5,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,67.9,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,PERCENT,Percentage,56,Belgium,2016.0,,65.2,Float,ITU World Telecommunication/ICT Indicators database.,,BEL,4.660976456,50.64104975
