"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","TypeOfSkill_Code","TypeOfSkill_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2012","Footnotes_2013","Footnotes_2015","Nature_Code_2012","Nature_Code_2013","Nature_Code_2015","Source_2012","Source_2013","Source_2015","TimeDetail_2012","TimeDetail_2013","TimeDetail_2015","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","97.34195","","",2012.0,"97.34195"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","96.88221","","",2012.0,"96.88221"
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","94.62793","","",2012.0,"94.62793"
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","90.83946","","",2012.0,"90.83946"
"DEU","10.3806066","51.08862743","276","Germany","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"DEU","10.3806066","51.08862743","276","Germany","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","96.67178","","",2012.0,"96.67178"
"DEU","10.3806066","51.08862743","276","Germany","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","95.42435","","",2012.0,"95.42435"
"GRC","22.58307827","39.47301873","300","Greece","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"GRC","22.58307827","39.47301873","300","Greece","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","95.0456",2015.0,"95.0456"
"GRC","22.58307827","39.47301873","300","Greece","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","","","C","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","94.02037",2015.0,"94.02037"
"AUS","134.3499412","-25.57717202","36","Australia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
