"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"804","Ukraine","UKR","31.40270802","49.00735945","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","-0.37","",2015.0,"-0.37","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2015."
"807","The former Yugoslav Republic of Macedonia","MKD","21.7007909","41.60048068","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","6.2","","",2014.0,"6.2","Global monitoring data","World Bank","Estimated from grouped income data. Growth rates are for the period of 2009-2014."
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","2.58","","","","",2012.0,"2.58","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2012."
"826","United Kingdom of Great Britain and Northern Ireland","GBR","-2.23830539","53.27691757","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","-0.27","","",2014.0,"-0.27","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"826","United Kingdom","GBR","-2.23830539","53.27691757","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"834","United Republic of Tanzania","TZA","34.80521182","-6.265332606","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","2.75","","","","","",2011.0,"2.75","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2007-2011."
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"840","United States of America","USA","-99.13830311","39.5277871","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","-0.16","","","",2013.0,"-0.16","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2007-2013."
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","5.84","","",2014.0,"5.84","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2009-2014."
"858","Uruguay","URY","-56.01387025","-32.8002838","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","5.48","","",2014.0,"5.48","Global monitoring data","World Bank","Estimated from individual income data. Growth rates are for the period of 2009-2014."
"860","Uzbekistan","UZB","63.11944558","41.77560518","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"862","Venezuela (Bolivarian Republic of)","VEN","-66.15642084","7.121324748","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"876","Wallis and Futuna Islands","WLF","-176.2034788","-13.28471201","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"882","Samoa","WSM","-172.4430749","-13.61541469","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"887","Yemen","YEM","45.22389143","15.22242099","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","",""
"894","Zambia","ZMB","27.850329","-14.59701056","10","Reduce inequality within and among countries","10.1","By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average","10.1.1","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","1","SI_HEI_BTN40","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","-0.59","",2015.0,"-0.59","Global monitoring data","World Bank","Estimated from individual consumption data. Growth rates are for the period of 2010-2015."
