"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfMobileTechnology_Code","TypeOfMobileTechnology_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"44","Bahamas","BHS","-78.05111663","24.69546597","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","35","95","95",2016.0,"95","Data nature not available","[2014]: ITU estimate // [2015-2016]: Utilities Regulation and Competition Authority","ITU estimate"
"48","Bahrain","BHR","50.5490754","26.04407747","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99","99","100",2016.0,"100","Data nature not available","[2000-2006,2011]: NA // [2010,2012-2015]: Telecommunications Regulatory Authority // [2016]: Telecommunications Regulatory Authority  // [2007-2009]: Telecommunications Regulatory Authority (TRA)","as per 2014 Audit"
"48","Bahrain","BHR","50.5490754","26.04407747","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","100","100","100","100","100","97.9","97.9","100","100","100","100","100","97.9","97.9","100",2016.0,"100","Data nature not available","[2003-2008,2010-2015]: Telecommunications Regulatory Authority // [2016]: Telecommunications Regulatory Authority  // [2002,2009]: Telecommunications Regulatory Authority (TRA)","as per 2014 Audit"
"48","Bahrain","BHR","50.5490754","26.04407747","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","95.6","95.6","100",2016.0,"100","Data nature not available","[2014-2015]: Telecommunications Regulatory Authority // [2016]: Telecommunications Regulatory Authority ","as per 2014 Audit"
"50","Bangladesh","BGD","89.17660788","22.86961622","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","40","44","50","70","80","90","","","93","96","99","99","99","99","99.4","99.47",2016.0,"99.47","Data nature not available","[2009-2010,2012-2016]: Bangladesh Telecommunication Regulatory Commission // [2011]: ITU estimate. // [2001-2006]: NA","June,2017"
"50","Bangladesh","BGD","89.17660788","22.86961622","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","1","21.79","59.1","71","","","","1","21.79","59.1","71","91.4",2016.0,"91.4","Data nature not available","Bangladesh Telecommunication Regulatory Commission","June,2017"
"50","Bangladesh","BGD","89.17660788","22.86961622","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","59","65","65",2016.0,"65","Data nature not available","Bangladesh Telecommunication Regulatory Commission","June,2017"
"51","Armenia","ARM","44.93839317","40.29499741","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","46","46.5","52.48",2016.0,"52.48","Data nature not available","[2014-2015]: Ministry of Transport and Communication of Armenia // [2016]: Ministry of Transport, Communication and Informaton Technologies of Armenia",""
"51","Armenia","ARM","44.93839317","40.29499741","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","38","","83.4","84","85.17","87.8","","","95","98.9","98","99.8","100","100","100","100",2016.0,"100","Data nature not available","[2006]: GSMA. // [2011-2015]: Ministry of Transport and Communication of Armenia // [2009-2010]: Ministry of Transport and Communications // [2001,2003-2005]: Ministry of Transport and Communications. // [2016]: Ministry of Transport, Communication and Informaton Technologies of Armenia",""
"51","Armenia","ARM","44.93839317","40.29499741","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","81.1","93","95","96.3","97.68","98.8","99.9","81.1","93","95","96.3","97.68","98.8","99.9","100",2016.0,"100","Data nature not available","[2004-2008,2011-2015]: Ministry of Transport and Communication of Armenia // [2002-2003,2009-2010]: Ministry of Transport and Communications // [2016]: Ministry of Transport, Communication and Informaton Technologies of Armenia","[2002,2009]: ArmenTel, only // [2003,2010]: Orange Armenia"
