series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	-157.5643005	1.768837732	KIR	Kiribati	1	NUMBER	ANYS	Number	any speed						322	402	504	685	765	846	850	800	700	500	117	66	436.6	2016	66	Ministry of Information, Communication, Transport & Tourism Development	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	-157.5643005	1.768837732	KIR	Kiribati	2	NUMBER	10MBPS	Number	10 mbps and over																	1	1	2016	1	Ministry of Information, Communication, Transport & Tourism Development	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	-157.5643005	1.768837732	KIR	Kiribati	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																115		115	2015	115	Ministry of Information, Communication, Transport and Tourism Development	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	-157.5643005	1.768837732	KIR	Kiribati	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																2	56	29	2016	56	Ministry of Information, Communication, Transport & Tourism Development	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	22.58307827	39.47301873	GRC	Greece	1	NUMBER	ANYS	Number	any speed				10476	51455	160113	488180	1017475	1507000	1916630	2252653	2464282	2689428	2913191	3156071	3439034	3615029	3162550.6	2016	3615029	Hellenic Telecommunications & Post Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	22.58307827	39.47301873	GRC	Greece	2	NUMBER	10MBPS	Number	10 mbps and over										667133	1218063	1384751	1552188	1858767	2365317	2797942	3177952	2350433.2	2016	3177952	Hellenic Telecommunications & Post Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	22.58307827	39.47301873	GRC	Greece	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										48523	296	171				397	418	407.5	2016	418	Hellenic Telecommunications & Post Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	22.58307827	39.47301873	GRC	Greece	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										1136219	1011589	1078560	1133144	1051302	785701	577428	436659	796846.8	2016	436659	Hellenic Telecommunications & Post Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	-41.39371316	74.75625681	GRL	Greenland	1	NUMBER	ANYS	Number	any speed				119	3320	7128	9216	10547	12013	12540	12390	11891	11380	10800	10400	10000		10645	2015	10000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	-41.39371316	74.75625681	GRL	Greenland	2	NUMBER	10MBPS	Number	10 mbps and over										3									2009	3	TELE Greenland	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	-41.39371316	74.75625681	GRL	Greenland	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								60	60	60									2009	60	TELE Greenland	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	-41.39371316	74.75625681	GRL	Greenland	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps								20	20	25									2009	25	TELE Greenland	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	-61.68248568	12.11238395	GRD	Grenada	1	NUMBER	ANYS	Number	any speed			563		609	3222	5544	7600	8954	12371	14437	14674	16000	18000	18811	19757	20821	18677.8	2016	20821	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	-61.68248568	12.11238395	GRD	Grenada	2	NUMBER	10MBPS	Number	10 mbps and over																	8476	8476	2016	8476	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	-61.68248568	12.11238395	GRD	Grenada	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																	8194	8194	2016	8194	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	-61.68248568	12.11238395	GRD	Grenada	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																	3537	3537	2016	3537	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	316	144.7029305	13.35485404	GUM	Guam	1	NUMBER	ANYS	Number	any speed		1750						2700	2700	3000	3000			3000	3000			3000	2014	3000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	316	144.7029305	13.35485404	GUM	Guam	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	316	144.7029305	13.35485404	GUM	Guam	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	316	144.7029305	13.35485404	GUM	Guam	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	320	-91.2312746	15.00273719	GTM	Guatemala	1	NUMBER	ANYS	Number	any speed						27106	39000	57000	94500	156000	259000		280302	352826	433734	459847	506000	406541.8	2016	506000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	320	-91.2312746	15.00273719	GTM	Guatemala	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	320	-91.2312746	15.00273719	GTM	Guatemala	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	320	-91.2312746	15.00273719	GTM	Guatemala	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	NUMBER	ANYS	Number	any speed											500	600	700	800	900	1000	1100	900	2016	1100	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	324	-11.28173419	11.00210343	GIN	Guinea	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	324	-11.28173419	11.00210343	GIN	Guinea	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	324	-11.28173419	11.00210343	GIN	Guinea	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	NUMBER	ANYS	Number	any speed						2000		2362	5084	6823	11193	20540	29981	36900	45225	53687	57203	44599.2	2016	57203	National Frequency Management Unit	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	-58.97322037	4.788012784	GUY	Guyana	2	NUMBER	10MBPS	Number	10 mbps and over																502	5084	2793	2016	5084	National Frequency Management Unit	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	-58.97322037	4.788012784	GUY	Guyana	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps								2362	5084	6814	11184	19999		36877			52755	44816	2016	52755	National Frequency Management Unit	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	-58.97322037	4.788012784	GUY	Guyana	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												18		25			17131	8578	2016	17131	National Frequency Management Unit	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	NUMBER	ANYS	Number	any speed																1348	1348	1348	2016	1348	Conseil National des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	332	-72.33640958	18.40426539	HTI	Haiti	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	332	-72.33640958	18.40426539	HTI	Haiti	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	332	-72.33640958	18.40426539	HTI	Haiti	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	336	12.45315803	41.90343751	VAT	Holy See	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	336	12.45315803	41.90343751	VAT	Holy See	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	336	12.45315803	41.90343751	VAT	Holy See	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	336	12.45315803	41.90343751	VAT	Holy See	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	-86.59974381	14.82243161	HND	Honduras	1	NUMBER	ANYS	Number	any speed											1000	57290	61277	68991	157852	197379	220386	141177	2016	220386	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	-86.59974381	14.82243161	HND	Honduras	2	NUMBER	10MBPS	Number	10 mbps and over														583	937	1274	3492	1571.5	2016	3492	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	-86.59974381	14.82243161	HND	Honduras	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps														40727	81146	109006	90718	80399.25	2016	90718	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	-86.59974381	14.82243161	HND	Honduras	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps														23268	75769	87099	126176	78078	2016	126176	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	NUMBER	ANYS	Number	any speed	444450	716435	1038995	1267966	1517741	1659098	1796240	1898934	1935485	2053374	2167714	2299000	2255039	2235223	2281275	2347833	2626028	2349079.6	2016	2626028	Office of the Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	NUMBER	10MBPS	Number	10 mbps and over										786651	821120	1935230	2039980	2071872	1925479	2018073	2150594	2041199.6	2016	2150594	Office of the Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										966677	997593	32224	27864	26449			0	18104.3333333333	2016	0	Office of the Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										269432	281283	227340	160303	121976	355796	329760	475434	288653.8	2016	475434	Office of the Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	19.41221519	47.1651448	HUN	Hungary	1	NUMBER	ANYS	Number	any speed	3400	31384	111458	264311	411111	651689	1199190	1454511	1770574	1976723	2159421	2313092	2396035	2597159	2580537	2718794	2814524	2621409.8	2016	2814524	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	19.41221519	47.1651448	HUN	Hungary	2	NUMBER	10MBPS	Number	10 mbps and over									103852	325615	557531	1032143	1346751	1966897	2116217	2335669	2501203	2053347.4	2016	2501203	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	19.41221519	47.1651448	HUN	Hungary	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									530919	274890	263728	249905	195513	154971	91567	80774	67537	118072.4	2016	67537	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	19.41221519	47.1651448	HUN	Hungary	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									961732	1182427	1236559	926044	738825	355764	372753	302351	248200	403578.6	2016	248200	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	NUMBER	ANYS	Number	any speed	2358	10424	24270	41571	55764	78017	87738	100026	106017	107072	109212	111584	113420	117467	119647	124436	128023	120598.6	2016	128023	Post and Telecom Administration	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	-19.02116966	64.79134763	ISL	Iceland	2	NUMBER	10MBPS	Number	10 mbps and over									14939	40306	58883	77493	79504	112407	115793	123167	126730	111520.2	2016	126730	Post and Telecom Administration	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	-19.02116966	64.79134763	ISL	Iceland	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									28055	17253	7605					241	414	327.5	2016	414	Post and Telecom Administration	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	-19.02116966	64.79134763	ISL	Iceland	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									55768	40303	28960	15252	9619	3419	3854	1028	879	3759.8	2016	879	Post and Telecom Administration	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	79.3608464	22.34642074	IND	India	1	NUMBER	ANYS	Number	any speed		50000	82409	140362	235000	1348000	2300000	3130000	5280000	7745710	10990000	13351187	14982178	14927670	15750000	16942750	18653312	16251182	2016	18653312	Department of Telecommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	79.3608464	22.34642074	IND	India	2	NUMBER	10MBPS	Number	10 mbps and over																1381917	2371207	1876562	2016	2371207	Department of Telecommunications	
