series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	116	109	93	104	117	134	122	127	121	112	101	117	104	101	95	112	106	103.6	2016	106	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	PER_100000_POP	MP	Per 100,000 population	P	91	86	74	82	93	106	96	101	96	89	80	92	82	80	75	89	84	82	2016	84	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	70	66	56	63	71	81	74	77	73	68	61	71	63	61	57	68	64	62.6	2016	64	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	6.4	6.3	6.2	6	12	0	3.7	0	3	2.7	4.9	0	0	4.6	0	0	0	0.92	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	PER_100000_POP	MP	Per 100,000 population	P	5.6	5.5	5.3	5.2	10	0	3.2	0	2.6	2.3	4.2	0	0	4	0	0	0	0.8	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	4.8	4.7	4.6	4.5	8.7	0	2.7	0	2.2	2	3.6	0	0	3.4	0	0	0	0.68	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	122	84	88	79	68	59	72	74	78	74	81	78	81	69	64	67	76	71.4	2016	76	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	PER_100000_POP	MP	Per 100,000 population	P	106	73	76	68	59	51	63	64	68	64	70	67	70	60	55	58	66	61.8	2016	66	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	91	62	65	58	51	44	54	55	58	55	60	57	60	51	47	50	56	52.8	2016	56	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	66	77	67	66	62	66	65	60	62	56	52	47	45	42	40	36	34	39.4	2016	34	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	100	25.23763153	42.75731323	BGR	Bulgaria	2	PER_100000_POP	MP	Per 100,000 population	P	52	61	53	52	49	52	51	47	49	45	41	37	36	33	32	28	27	31.2	2016	27	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	100	25.23763153	42.75731323	BGR	Bulgaria	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	40	47	41	40	37	40	39	36	38	34	31	28	27	25	24	22	20	23.6	2016	20	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	104	96.51752295	21.19332882	MMR	Myanmar	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	587	587	585	583	580	576	571	566	561	555	549	505	489	497	484	479	471	484	2016	471	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	104	96.51752295	21.19332882	MMR	Myanmar	2	PER_100000_POP	MP	Per 100,000 population	P	411	411	410	408	406	403	400	396	392	388	384	380	376	373	369	365	361	368.8	2016	361	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	104	96.51752295	21.19332882	MMR	Myanmar	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	266	266	265	264	263	261	259	256	254	251	249	274	278	266	269	267	266	269.2	2016	266	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	108	29.89080992	-3.366387428	BDI	Burundi	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	415	386	357	328	301	278	259	242	228	216	206	198	190	183	180	174	169	179.2	2016	169	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	108	29.89080992	-3.366387428	BDI	Burundi	2	PER_100000_POP	MP	Per 100,000 population	P	290	270	250	230	211	195	181	169	160	152	144	138	133	128	126	122	118	125.4	2016	118	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	108	29.89080992	-3.366387428	BDI	Burundi	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	188	175	162	149	137	126	117	110	103	98	93	90	86	83	81	79	76	81	2016	76	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	112	28.04940161	53.54193075	BLR	Belarus	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	99	109	113	92	91	93	93	90	91	86	84	84	78	76	77	71	69	74.2	2016	69	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	112	28.04940161	53.54193075	BLR	Belarus	2	PER_100000_POP	MP	Per 100,000 population	P	83	82	79	76	73	74	73	73	72	70	69	67	64	61	58	55	52	58	2016	52	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	112	28.04940161	53.54193075	BLR	Belarus	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	69	58	51	62	57	57	55	57	55	56	55	51	51	48	42	41	37	43.8	2016	37	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	116	104.922836	12.71163737	KHM	Cambodia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	822	810	794	774	753	730	708	686	664	643	623	605	587	571	557	526	493	546.8	2016	493	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	116	104.922836	12.71163737	KHM	Cambodia	2	PER_100000_POP	MP	Per 100,000 population	P	575	567	556	542	527	511	496	480	465	450	436	423	411	400	390	368	345	382.8	2016	345	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	116	104.922836	12.71163737	KHM	Cambodia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	372	367	360	351	341	331	321	311	301	291	282	274	266	259	252	238	223	247.6	2016	223	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	120	12.7419827	5.692387031	CMR	Cameroon	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	441	453	459	459	454	444	432	418	402	387	372	358	346	335	314	303	290	317.6	2016	290	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	120	12.7419827	5.692387031	CMR	Cameroon	2	PER_100000_POP	MP	Per 100,000 population	P	309	317	321	321	318	311	303	292	282	271	260	251	242	235	220	212	203	222.4	2016	203	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	120	12.7419827	5.692387031	CMR	Cameroon	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	200	205	208	208	205	201	196	189	182	175	168	162	157	152	142	137	131	143.8	2016	131	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	124	-101.6575058	57.72360191	CAN	Canada	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	7.4	7.6	7.1	6.8	6.4	6.4	6.2	6.1	6.2	6.1	5.3	5.5	6.3	6.2	5.9	6.1	6	6.1	2016	6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	124	-101.6575058	57.72360191	CAN	Canada	2	PER_100000_POP	MP	Per 100,000 population	P	6.4	6.6	6.1	5.9	5.6	5.5	5.4	5.3	5.4	5.3	4.6	4.8	5.4	5.3	5.1	5.2	5.2	5.24	2016	5.2	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	124	-101.6575058	57.72360191	CAN	Canada	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	5.5	5.6	5.2	5.1	4.8	4.7	4.6	4.5	4.6	4.6	3.9	4.1	4.7	4.6	4.3	4.5	4.4	4.5	2016	4.4	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	229	227	225	223	221	219	217	215	213	211	209	208	206	204	198	198	195	200.2	2016	195	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	PER_100000_POP	MP	Per 100,000 population	P	160	159	157	156	155	153	152	151	149	148	147	145	144	143	138	139	137	140.2	2016	137	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	104	103	102	101	100	99	98	97	97	96	95	94	93	92	89	90	88	90.4	2016	88	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	16	3.1	0	0	2.8	1.2	0	2.6	2.5	4.9	9.6	4.7	14	11	0	16	6.6	9.52	2016	6.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	PER_100000_POP	MP	Per 100,000 population	P	14	2.7	0	0	2.4	1	0	2.2	2.2	4.2	8.3	4.1	12	9.9	0	13	5.7	8.12	2016	5.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	12	2.3	0	0	2.1	0.89	0	1.9	1.9	3.6	7.1	3.5	10	8.4	0	11	4.9	6.86	2016	4.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	1530	1430	1320	1200	1090	980	885	801	729	668	616	574	540	513	536	558	581	545.6	2016	581	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	140	20.93559492	7.003720791	CAF	Central African Republic	2	PER_100000_POP	MP	Per 100,000 population	P	1070	1000	923	842	762	687	620	561	511	467	431	402	378	359	375	391	407	382	2016	407	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	140	20.93559492	7.003720791	CAF	Central African Republic	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	694	648	597	544	493	444	401	363	330	302	279	260	245	232	243	253	263	247.2	2016	263	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	89	95	86	85	88	85	89	88	86	86	84	83	89	88	86	86	84	86.6	2016	84	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	PER_100000_POP	MP	Per 100,000 population	P	66	66	66	66	66	66	66	66	66	66	66	66	66	66	65	65	65	65.4	2016	65	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	47	43	49	50	47	50	47	47	49	49	51	51	47	47	47	47	48	47.2	2016	48	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	148	18.66618401	15.36279341	TCD	Chad	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	216	218	218	217	216	215	215	215	215	215	216	216	216	215	228	217	219	219	2016	219	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	148	18.66618401	15.36279341	TCD	Chad	2	PER_100000_POP	MP	Per 100,000 population	P	151	152	152	152	151	151	151	151	151	151	151	151	151	151	159	152	153	153.2	2016	153	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	148	18.66618401	15.36279341	TCD	Chad	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	98	99	99	98	98	98	97	97	97	98	98	98	98	97	103	98	99	99	2016	99	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	152	-71.23029019	-35.2652885	CHL	Chile	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	26	26	21	19	22	21	21	19	19	19	19	19	18	18	18	19	19	18.4	2016	19	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	152	-71.23029019	-35.2652885	CHL	Chile	2	PER_100000_POP	MP	Per 100,000 population	P	23	22	18	16	19	18	18	17	17	16	16	16	16	16	16	17	16	16.2	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	152	-71.23029019	-35.2652885	CHL	Chile	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	19	19	15	14	16	15	15	14	14	14	14	14	14	14	13	14	14	13.8	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	156	104.1403375	32.30955217	CHN	China	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	140	134	128	122	117	111	106	101	96	95	89	87	86	81	78	76	74	79	2016	74	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	156	104.1403375	32.30955217	CHN	China	2	PER_100000_POP	MP	Per 100,000 population	P	109	105	102	98	95	92	89	86	83	82	77	76	74	70	68	66	64	68.4	2016	64	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	156	104.1403375	32.30955217	CHN	China	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	82	80	78	77	76	74	73	72	71	70	66	65	64	60	58	56	55	58.6	2016	55	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	170	-73.07446751	3.888209046	COL	Colombia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	46	44	43	44	42	38	40	39	40	39	39	40	41	39	39	39	41	39.8	2016	41	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	170	-73.07446751	3.888209046	COL	Colombia	2	PER_100000_POP	MP	Per 100,000 population	P	36	35	34	35	33	30	32	31	32	31	31	32	32	31	30	31	32	31.2	2016	32	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	170	-73.07446751	3.888209046	COL	Colombia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	28	27	26	26	25	23	24	24	24	24	24	25	25	24	23	24	25	24.2	2016	25	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	174	43.34234565	-11.66121732	COM	Comoros	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	56	54	54	53	52	52	51	50	49	48	48	49	49	49	49	49	49	49	2016	49	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	174	43.34234565	-11.66121732	COM	Comoros	2	PER_100000_POP	MP	Per 100,000 population	P	39	38	37	37	36	36	36	35	34	33	33	34	34	34	35	35	35	34.6	2016	35	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	174	43.34234565	-11.66121732	COM	Comoros	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	25	25	24	24	23	24	23	22	22	22	22	22	22	22	22	22	22	22	2016	22	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	175	45.14015057	-12.82217691	MYT	Mayotte	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	175	45.14015057	-12.82217691	MYT	Mayotte	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	178	15.22052612	-0.840544119	COG	Congo	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	417	453	496	590	568	608	603	591	576	562	551	509	507	546	544	542	547	537.2	2016	547	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	178	15.22052612	-0.840544119	COG	Congo	2	PER_100000_POP	MP	Per 100,000 population	P	356	379	398	413	423	426	422	413	403	393	386	383	382	382	381	379	378	380.4	2016	378	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	178	15.22052612	-0.840544119	COG	Congo	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	301	311	311	267	299	276	273	268	261	254	250	274	275	247	247	246	240	251	2016	240	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	467	467	467	466	466	467	467	467	467	467	467	467	467	465	464	463	461	464	2016	461	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	PER_100000_POP	MP	Per 100,000 population	P	327	327	327	327	327	327	327	327	327	327	327	327	327	326	325	324	323	325	2016	323	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
