"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"796","Turks and Caicos Islands","TCA","-71.745121","21.80780585","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"798","Tuvalu","TUV","178.6679611","-7.460048071","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"800","Uganda","UGA","32.39100438","1.279557331","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"804","Ukraine","UKR","31.40270802","49.00735945","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"807","Macedonia, Republic of","MKD","21.7007909","41.60048068","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"818","Egypt","EGY","29.77468534","26.57438204","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"826","United Kingdom","GBR","-2.23830539","53.27691757","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"831","Guernsey","GGY","-2.200712402","49.71561166","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","Jersey","JEY","-2.136773508","49.22353354","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"833","Isle of Man","IMN","-4.538190305","54.22880901","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"834","Tanzania, United Republic of","TZA","34.80521182","-6.265332606","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840","United States of America","USA","-99.13830311","39.5277871","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"858","Uruguay","URY","-56.01387025","-32.8002838","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","Uzbekistan","UZB","63.11944558","41.77560518","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"862","Venezuela (Bolivarian Republic of)","VEN","-66.15642084","7.121324748","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876","Wallis and Futuna Islands","WLF","-176.2034788","-13.28471201","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","Samoa","WSM","-172.4430749","-13.61541469","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"887","Yemen","YEM","45.22389143","15.22242099","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"894","Zambia","ZMB","27.850329","-14.59701056","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.2","Proportion of births attended by skilled health personnel","1","SH_STA_BRTC","Proportion of births attended by skilled health personnel (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
