ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
EST,25.84093481,58.68487172,233,Estonia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
AGO,17.57817062,-12.33724746,24,Angola,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,25,,2016.0,25
FIN,23.308447,61.91586738,246,Finland,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
FRA,2.457288129,46.62660861,250,France,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
DJI,42.18274707,11.56004161,262,Djibouti,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,91.7000000000000,,,,,,,,,,,,2006.0,91.7000000000000
GAB,11.78727747,-0.60687619,266,Gabon,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,89.6000000000000,,,,,,2012.0,89.6000000000000
GEO,43.3713615,42.04813028,268,Georgia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,Welfare Monitoring Survey,,,,,,,,,,,,,,,,,,,,,,,,99.6,,,2015.0,99.6
GMB,-15.39944785,13.45295927,270,Gambia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,72.0000000000000,,,,,2013.0,72.0000000000000
PSE,35.25694122,31.94347933,275,State of Palestine,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.3000000000000,,,,2014.0,99.3000000000000
DEU,10.3806066,51.08862743,276,Germany,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
GHA,-1.205623522,7.964825185,288,Ghana,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,70.5000000000000,,,,2014.0,70.5000000000000
KIR,-157.5643005,1.768837732,296,Kiribati,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,93.5000000000000,,,,,,,,,2009.0,93.5000000000000
GRC,22.58307827,39.47301873,300,Greece,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
AZE,50.01064725,40.39229544,31,Azerbaijan,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,93.6000000000000,,,,,,,,,,,,2006.0,93.6000000000000
ARG,-65.14563274,-35.19446255,32,Argentina,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,Children with a birth certificate,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.5000000000000,,,,,,2012.0,99.5000000000000
GTM,-91.2312746,15.00273719,320,Guatemala,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,Children under 5 registered with National Registry of Persons (RENAP),,,,,,,,,,,,C,,,,,,,,,,,,ENSMI,,,,,,,,,,,,,,,,,,,,,,,,96.4,,,2015.0,96.4
GIN,-11.28173419,11.00210343,324,Guinea,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,74.6,,2016.0,74.6
