series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	IHR Capacity	Units description	IHR Capacity description	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	10	PERCENT	IHR05	Percentage	Preparedness	85	52	60	50	73	73	73	55	64.8	2017	55	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	11	PERCENT	IHR09	Percentage	Points of entry	88	75	77	86	86	80	100	86	87.6	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	91	53	66	66	100	100	73	40	75.8	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	13	PERCENT	IHR03	Percentage	Surveillance	60	80	95	95	100	100	85	90	94	2017	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	IHR11	Percentage	Food safety	40	75		93	93				93	2014	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PERCENT	IHR07	Percentage	Human resources	16	100		100	100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PERCENT	IHR08	Percentage	Laboratory	70	80		96	96				96	2014	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	PERCENT	IHR10	Percentage	 Zoonotic events	84	100		100	100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	PERCENT	IHR12	Percentage	Chemical events	21	75		85	85				85	2014	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	6	PERCENT	IHR04	Percentage	Response	83	86		94	94				94	2014	94	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	25	75		50	50				50	2014	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	8	PERCENT	IHR06	Percentage	Risk communication	70	57		57	57				57	2014	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	60	58		77	77				77	2014	77	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	10	PERCENT	IHR05	Percentage	Preparedness	35	100		75	75				75	2014	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	11	PERCENT	IHR09	Percentage	Points of entry	54	64		86	86				86	2014	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	50	73		83	83				83	2014	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	13	PERCENT	IHR03	Percentage	Surveillance	84	90		100	100				100	2014	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	IHR11	Percentage	Food safety		67	60	60	60	80	93	93	77.2	2017	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PERCENT	IHR07	Percentage	Human resources		100	100	100	100	100	40	40	76	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PERCENT	IHR08	Percentage	Laboratory		90	73	90	90	90	86	96	90.4	2017	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	4	PERCENT	IHR10	Percentage	 Zoonotic events		100	67	100	100	100	89	78	93.4	2017	78	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	5	PERCENT	IHR12	Percentage	Chemical events		50	69	69	69	69	69	85	72.2	2017	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	6	PERCENT	IHR04	Percentage	Response		93	83	83	83	100	78	49	78.6	2017	49	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	7	PERCENT	IHR01	Percentage	National legislation, policy and financing		100	50	50	50	50	50	50	50	2017	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	8	PERCENT	IHR06	Percentage	Risk communication		57	86	86	86	86	86	57	80.2	2017	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	9	PERCENT	IHR13	Percentage	Radionuclear emergencies		8	86	62	62	62	77	77	68	2017	77	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	10	PERCENT	IHR05	Percentage	Preparedness		52	100	100	100	100	82	55	87.4	2017	55	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	11	PERCENT	IHR09	Percentage	Points of entry		0	0	27	86	83	89	97	76.4	2017	97	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications		73	73	73	73	73	67	57	68.6	2017	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	32	-65.14563274	-35.19446255	ARG	Argentina	13	PERCENT	IHR03	Percentage	Surveillance		80	80	80	80	80	80	80	80	2017	80	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	IHR11	Percentage	Food safety	100	100	100	87	87	100	100	100	94.8	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	2	PERCENT	IHR07	Percentage	Human resources	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	3	PERCENT	IHR08	Percentage	Laboratory	92	100	100	96	96	96	96	96	96	2017	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	4	PERCENT	IHR10	Percentage	 Zoonotic events	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	5	PERCENT	IHR12	Percentage	Chemical events	92	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	6	PERCENT	IHR04	Percentage	Response	100	100	94	94	100	100	100	100	98.8	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	75	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	8	PERCENT	IHR06	Percentage	Risk communication	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	100	100	93	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	10	PERCENT	IHR05	Percentage	Preparedness	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	11	PERCENT	IHR09	Percentage	Points of entry	58	36	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	100	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	36	134.3499412	-25.57717202	AUS	Australia	13	PERCENT	IHR03	Percentage	Surveillance	88	95	95	95	100	100	100	100	99	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	IHR11	Percentage	Food safety	93	100	100	93	93	100	100	100	97.2	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	2	PERCENT	IHR07	Percentage	Human resources	66	100	80	100	100	100	100	40	88	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	3	PERCENT	IHR08	Percentage	Laboratory	92	90	91	100	100	100	100	58	91.6	2017	58	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	4	PERCENT	IHR10	Percentage	 Zoonotic events	92	100	100	89	89	89	100	100	93.4	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	5	PERCENT	IHR12	Percentage	Chemical events	78	100	92	46	92	85	77	85	77	2017	85	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	6	PERCENT	IHR04	Percentage	Response	100	100	100	100	100	94	94	67	91	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	50	75	75	100	75	75	75	50	75	2017	50	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	8	PERCENT	IHR06	Percentage	Risk communication	100	100	100	100	100	100	100	86	97.2	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	93	100	93	92	92	92	92	92	92	2017	92	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	10	PERCENT	IHR05	Percentage	Preparedness	100	100	100	83	83	91	92	67	83.2	2017	67	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	11	PERCENT	IHR09	Percentage	Points of entry	75	100	91	91	91	15	15	0	42.4	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	83	90	90	90	90	90	90	53	82.6	2017	53	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	40	14.14172472	47.58704857	AUT	Austria	13	PERCENT	IHR03	Percentage	Surveillance	96	95	95	80	80	100	100	90	90	2017	90	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	IHR11	Percentage	Food safety	53	42			47	27	87	93	63.5	2017	93	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PERCENT	IHR07	Percentage	Human resources	0	25			40	40	40	40	40	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PERCENT	IHR08	Percentage	Laboratory	88	70			96	96	96	96	96	2017	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	44	-78.05111663	24.69546597	BHS	Bahamas	4	PERCENT	IHR10	Percentage	 Zoonotic events	15	0			44	67	56	78	61.25	2017	78	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	44	-78.05111663	24.69546597	BHS	Bahamas	5	PERCENT	IHR12	Percentage	Chemical events	21	8			38	54	69	77	59.5	2017	77	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	44	-78.05111663	24.69546597	BHS	Bahamas	6	PERCENT	IHR04	Percentage	Response	95	71			70	70	76	76	73	2017	76	Global Health Observatory (GHO), World Health Organisation (WHO)	
