series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of mobile technology	Units description	Type of mobile technology description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	104	96.51752295	21.19332882	MMR	Myanmar	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	9.19	3.06333333333333	2016	9.19	Posts and Telecommunications Department, Ministry of Transport and Communications 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	AL3G	Percentage	at least 3g mobile network			0					0	0	0					0	0	40	13.3333333333333	2016	40	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	108	29.89080992	-3.366387428	BDI	Burundi	2	PERCENT	AL2G	Percentage	at least 2g mobile network							82			83						52.5	49	50.75	2016	49	Agence de Régulation et de Contrôle des Télécommunications 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	108	29.89080992	-3.366387428	BDI	Burundi	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	0	0	2016	0	Agence de Régulation et de Contrôle des Télécommunications 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	AL3G	Percentage	at least 3g mobile network	0		59.3	67	80	87.4	89.1	95.7	95.7	59.3	67	80	87.4	89.1	95.7	95.7	98.7	93.32	2016	98.7	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	112	28.04940161	53.54193075	BLR	Belarus	2	PERCENT	AL2G	Percentage	at least 2g mobile network			87	87	88	90	92.5	96.6	98.6	99.4	99.7	99.7	99.7	99.9	99.8	99.9	99.9	99.84	2016	99.9	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	112	28.04940161	53.54193075	BLR	Belarus	3	PERCENT	AL4G	Percentage	at least 4g mobile network																20.4	41.5	30.95	2016	41.5	Ministry of Communications and Informatization	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	AL3G	Percentage	at least 3g mobile network			43					60	70	43					60	70	80	70	2016	80	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	116	104.922836	12.71163737	KHM	Cambodia	2	PERCENT	AL2G	Percentage	at least 2g mobile network	80	85	87	87.5		75	85	87	87	99	99	99	99	99	99	99	99	99	2016	99	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	116	104.922836	12.71163737	KHM	Cambodia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															9	30	50	29.6666666666667	2016	50	Telecommunication Regulator of Cambodia (TRC)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	AL3G	Percentage	at least 3g mobile network								30	50						30	50	11.46	30.4866666666667	2016	11.46	Agence de Régulation des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	120	12.7419827	5.692387031	CMR	Cameroon	2	PERCENT	AL2G	Percentage	at least 2g mobile network	37	43	43	45	49	54	58									92	82.82	87.41	2016	82.82	Agence de Régulation des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	120	12.7419827	5.692387031	CMR	Cameroon	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	24.4	0.76	8.38666666666667	2016	0.76	Agence de Régulation des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	AL3G	Percentage	at least 3g mobile network	78		96	98	99	99	99	99	99.3	96	98	99	99	99	99	99.3	99.4	99.14	2016	99.4	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	124	-101.6575058	57.72360191	CAN	Canada	2	PERCENT	AL2G	Percentage	at least 2g mobile network	90				94	97	98	98	98	99	99	99	99	99	99	99.3	99.4	99.14	2016	99.4	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	124	-101.6575058	57.72360191	CAN	Canada	3	PERCENT	AL4G	Percentage	at least 4g mobile network															93	97.4	98.5	96.3	2016	98.5	Canadian Radio-television and Telecommunications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	AL3G	Percentage	at least 3g mobile network					50	80		76.5	86.8			50	80		76.5	86.8	87.6	82.725	2016	87.6	Agência Nacional das Comunicações - ANAC	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	PERCENT	AL2G	Percentage	at least 2g mobile network		90			86	85	87	91	96			96	96		98.44	98.76	98.76	97.99	2016	98.76	Agência Nacional das Comunicações - ANAC	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	PERCENT	AL4G	Percentage	at least 4g mobile network															76.5			76.5	2014	76.5	Agencia Nacional das Comunicaçoes	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network					100	100	100	100	100			100	100	100	100	100	100	100	2016	100	Utility Regulation and Competition Office 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network					99	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Utility Regulation and Competition Office 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network															80	100	100	93.3333333333333	2016	100	Utility Regulation and Competition Office 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	AL3G	Percentage	at least 3g mobile network						0		23	23				0		23	23	23	17.25	2016	23	Agence de Régulation des Télécommunications (ART)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	140	20.93559492	7.003720791	CAF	Central African Republic	2	PERCENT	AL2G	Percentage	at least 2g mobile network		17.8				19.3	19.3				55	56	63		62	59	58	60.5	2016	58	Agence de Régulation des Télécommunications (ART)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	140	20.93559492	7.003720791	CAF	Central African Republic	3	PERCENT	AL4G	Percentage	at least 4g mobile network															20	20	0.14	13.38	2016	0.14	Agence de Régulation des Télécommunications (ART)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	AL3G	Percentage	at least 3g mobile network						72	72	72	83				72	72	72	83	85	76.8	2016	85	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	PERCENT	AL2G	Percentage	at least 2g mobile network		57.9			80	85	90	90	95	96	98	98	98	98		98.96	99	98.49	2016	99	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	PERCENT	AL4G	Percentage	at least 4g mobile network															25	35	36	32	2016	36	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	AL3G	Percentage	at least 3g mobile network								11.2	13						11.2	13	22.01	15.4033333333333	2016	22.01	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	148	18.66618401	15.36279341	TCD	Chad	2	PERCENT	AL2G	Percentage	at least 2g mobile network		7.7				23.8	24				25.2	31.1	84	85	86	86		85.25	2015	86	Autorité de Régulation des Communications Électroniques et des Postes	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	148	18.66618401	15.36279341	TCD	Chad	3	PERCENT	AL4G	Percentage	at least 4g mobile network															8.6	8.6	22.01	13.07	2016	22.01	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	AL3G	Percentage	at least 3g mobile network								50	90						50	90	95	78.3333333333333	2016	95	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	PERCENT	AL2G	Percentage	at least 2g mobile network	100	100	100	100	100	100	100	100	100	100	100	100	95		96	96	96	95.75	2016	96	Subsecretaría de Telecomunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	152	-71.23029019	-35.2652885	CHL	Chile	3	PERCENT	AL4G	Percentage	at least 4g mobile network															64	76	79	73	2016	79	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	AL3G	Percentage	at least 3g mobile network								43.59	95						43.59	95	98	78.8633333333333	2016	98	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	156	104.1403375	32.30955217	CHN	China	2	PERCENT	AL2G	Percentage	at least 2g mobile network		50					95	97.19	98.68	99.46	99.46	99.46	99.46	99.46	99.5	99.5	99.5	99.484	2016	99.5	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	156	104.1403375	32.30955217	CHN	China	3	PERCENT	AL4G	Percentage	at least 4g mobile network															71	85	97	84.3333333333333	2016	97	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	AL3G	Percentage	at least 3g mobile network						100	100	100	100				100	100	100	100	100	100	2016	100	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	170	-73.07446751	3.888209046	COL	Colombia	2	PERCENT	AL2G	Percentage	at least 2g mobile network					80	82	83						100	100	100	100	100	100	2016	100	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	170	-73.07446751	3.888209046	COL	Colombia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															56	81	92	76.3333333333333	2016	92	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	174	43.34234565	-11.66121732	COM	Comoros	2	PERCENT	AL2G	Percentage	at least 2g mobile network							40												2006	40	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	174	43.34234565	-11.66121732	COM	Comoros	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	175	45.14015057	-12.82217691	MYT	Mayotte	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	AL3G	Percentage	at least 3g mobile network								50	50						50	50	64.5	54.8333333333333	2016	64.5	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	178	15.22052612	-0.840544119	COG	Congo	2	PERCENT	AL2G	Percentage	at least 2g mobile network			17	21	28	39	53			78	93	95							2011	95	Agence de Régulation des Postes et des Communications Electroniques	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	178	15.22052612	-0.840544119	COG	Congo	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	5	5	2016	5	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	AL3G	Percentage	at least 3g mobile network			0	0	0	20	20	20	20	0	0	0	20	20	20	20	20	20	2016	20	Autorité de Régulation de la Poste et des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	PERCENT	AL2G	Percentage	at least 2g mobile network					40	50	50	50	50	50	50	50	50	50	50	50	50	50	2016	50	Autorité de Régulation de la Poste et des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	0	0	2016	0	Autorité de Régulation de la Poste et des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	AL3G	Percentage	at least 3g mobile network			44.85					99	99	44.85					99	99	90.55	96.1833333333333	2016	90.55	Superintendencia de Telecomunicaciones	
